"","rowid","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","weather.biofoul_f","treatment_range","max.size.ingest.um","exp_type_f","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","environment.noNA","Species","Group","chem.exp.typ.nominal_f","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M","EC_mono_p.particles.mL","mu.p.mono","mu.p.poly","EC_poly_p.particles.mL","CF_bio","EC_env_p.particles.mL","x_LL_sa","x_UL_sa","mu.sa.poly","mu.sa.mono","EC_poly_sa.particles.mL","EC_env_sa.particles.mL","x_LL_v","x_UL_v","mu.v.poly","mu.v.mono","EC_poly_v.particles.mL","EC_env_v.particles.mL","x_LL_m","x_UL_m","mu.m.poly","mu.m.mono","EC_poly_m.particles.mL","EC_env_m.particles.mL","mu.ssa.mono","x_LL_ssa","x_UL_ssa","mu.ssa.inverse.poly","mu.ssa.poly","EC_poly_ssa.particles.mL","EC_env_ssa.particles.mL"
"208",3635,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,NA,25,NA,NA,8,6,4,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"reported",1,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PE",0.987,9.87e-10,"reported","sphere",NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12.56637061,4.188790205,4.13e-09,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","cospheric","unknown","N","No","Not Cleaned","N","Y","vortex sonicated","Y","microscopy","gut","Y","LTH,EM","Yes","1µm < 100µm","Sphere","Polyethylene","Crustacea","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.230076765,414.69023013,100409256690073,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,33,1,3.45909789701698,9.54005957115529,1.02220359661528,9.75188320555896,3.14159265358979,3997.20195704306,112.060609953548,12.56637061,3.70058872874153,3.78275510811356,0.35081117965086,15921.454975196,85.6622594412543,4.188790205,1.61366367950866,1.6494928169212,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,4.13e-06,0.146301957203346,0.149550386845115,3042704.74818402,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,13.6451040422414,13.9480744281689
"209",3637,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,NA,25,NA,NA,8,6,4,1,5,32,NA,NA,0.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"reported",0.958,"reported",NA,"EC50",10,"acute",10,NA,"Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PE",0.987,9.87e-10,"reported","sphere",NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12.56637061,4.188790205,4.13e-09,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","cospheric","unknown","N","No","Not Cleaned","N","Y","vortex sonicated","Y","microscopy","gut","Y","LTH,EM",NA,"1µm < 100µm","Sphere","Polyethylene","Crustacea","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.04128656,402.12385952,97366551941888.6,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,32,1,3.45909789701698,9.25096685687786,1.02220359661528,9.4563715932693,3.14159265358979,3997.20195704306,112.060609953548,12.56637061,3.58844967635542,3.66812616544345,0.35081117965086,15921.454975196,85.6622594412543,4.188790205,1.56476478012961,1.59950818610541,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,4.13e-06,0.14186856456082,0.145018556940718,3042704.74818402,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,13.2316160409614,13.5254055061032
"210",3648,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,NA,25,NA,NA,8,6,4,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"reported",1,"reported","N","NOEC",10,"acute",1,NA,"Clear","fitness","growth","size",3,"organism",NA,"PE",0.987,9.87e-10,"reported","sphere",NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12.56637061,4.188790205,4.13e-09,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","cospheric","unknown","N","No","Not Cleaned","N","Y","vortex sonicated","Y","microscopy","gut","Y","LTH,EM","No","1µm < 100µm","Sphere","Polyethylene","Crustacea","Fitness","Growth","Size","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.230076765,414.69023013,100409256690073,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,33,1,3.45909789701698,9.54005957115529,1.02220359661528,9.75188320555896,3.14159265358979,3997.20195704306,112.060609953548,12.56637061,3.70058872874153,3.78275510811356,0.35081117965086,15921.454975196,85.6622594412543,4.188790205,1.61366367950866,1.6494928169212,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,4.13e-06,0.146301957203346,0.149550386845115,3042704.74818402,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,13.6451040422414,13.9480744281689
"211",3649,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,NA,25,NA,NA,8,6,4,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"reported",2,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","fitness","growth","size",3,"organism",NA,"PE",0.987,9.87e-10,"reported","sphere",NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12.56637061,4.188790205,4.13e-09,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","cospheric","unknown","N","No","Not Cleaned","N","Y","vortex sonicated","Y","microscopy","gut","Y","LTH,EM","Yes","1µm < 100µm","Sphere","Polyethylene","Crustacea","Fitness","Growth","Size","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.648943735,841.94683087,203861218128329,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,67,1,3.45909789701698,19.369211856588,1.02220359661528,19.7992780234076,3.14159265358979,3997.20195704306,112.060609953548,12.56637061,7.51331650986916,7.68013915889722,0.35081117965086,15921.454975196,85.6622594412543,4.188790205,3.27622625839637,3.34897026465819,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,4.13e-06,0.297037307049218,0.303632603594628,3042704.74818402,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,27.7036960857629,28.3188177784035
"212",3651,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,NA,25,NA,NA,8,6,4,1,5,3.5,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"reported",0.429,"reported",NA,"EC50",10,"acute",10,NA,"Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PET",1.38,1.38e-09,"reported","fiber",NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"estimated",2,NA,20.91794214,1.047197551,1.45e-09,3,"N","Y","microscopy","moderately.hard.water","Y","stereomicroscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol deionized water","soak rinse","N","Y","vortex sonicated","Y","microscopy",NA,"Y","LTH,EM",NA,"1µm < 100µm","Fiber","Polyethylene Terephthalate","Crustacea","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6651914285,73.21279749,50491584475862.1,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,3.5,1,3.45909789701698,1.01182449997102,1.02220359661528,1.03429064301383,3.14159265358979,3997.20195704306,112.060609953548,20.91794214,0.653332134461419,0.6678384576308,0.35081117965086,15921.454975196,85.6622594412543,1.047197551,0.0427865369464545,0.0437365519533784,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,1.45e-06,0.00544781299293405,0.00556877403506464,14426166.9931035,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,6.8615478905231,7.0138989320407
"213",3656,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,8.13,25,NA,NA,2,6,4,1,5,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,"reported",0.5,"reported","N","NOEC",10,"acute",1,NA,"Unclear","fitness","mortality","mortality",6,"organism",NA,"PET",1.38,1.38e-09,"reported","fiber",NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"estimated",280,NA,409991.666,2873510.08,0.003965444,4,"N","Y","microscopy","moderately.hard.water","Y","stereomicroscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol deionized water","soak rinse","N","Y","vortex sonicated","Y","microscopy",NA,"N","LTH,EM","No","100µm < 1mm","Fiber","Polyethylene Terephthalate","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12356093.344,1762964.1638,444581782973.105,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,4.3,1,3.45909789701698,1.24309867139296,1.02220359661528,1.27069993284556,3.14159265358979,3997.20195704306,112.060609953548,409991.666,15732.2377999798,16081.5500619462,0.35081117965086,15921.454975196,85.6622594412543,2873510.08,144241.973356698,147444.663948103,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,3.965444,18304.0174556838,18710.4324757088,103391.112319327,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,0.0604163887267675,0.0617578498510086
"214",3657,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,8.12,25,NA,NA,2,6,4,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,"reported",1,"reported","Y","LOEC",10,"acute",2,"increase","Unclear","fitness","mortality","mortality",6,"organism",NA,"PET",1.38,1.38e-09,"reported","fiber",NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"estimated",280,NA,409991.666,2873510.08,0.003965444,4,"N","Y","microscopy","moderately.hard.water","Y","stereomicroscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol deionized water","soak rinse","N","Y","vortex sonicated","Y","microscopy",NA,"N","LTH,EM","Yes","100µm < 1mm","Fiber","Polyethylene Terephthalate","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24712186.688,3525928.3276,889163565946.209,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,8.6,1,3.45909789701698,2.48619734278592,1.02220359661528,2.54139986569112,3.14159265358979,3997.20195704306,112.060609953548,409991.666,31464.4755999596,32163.1001238924,0.35081117965086,15921.454975196,85.6622594412543,2873510.08,288483.946713397,294889.327896205,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,3.965444,36608.0349113675,37420.8649514177,103391.112319327,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,0.120832777453535,0.123515699702017
"215",3664,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,NA,25,NA,NA,8,6,4,1,5,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,"reported",0.5,"reported","N","NOEC",10,"acute",1,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PET",1.38,1.38e-09,"reported","fiber",NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"estimated",280,NA,409991.666,2873510.08,0.003965444,4,"N","Y","microscopy","moderately.hard.water","Y","stereomicroscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol deionized water","soak rinse","N","Y","vortex sonicated","Y","microscopy",NA,"Y","LTH,EM","No","100µm < 1mm","Fiber","Polyethylene Terephthalate","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12356093.344,1762964.1638,444581782973.105,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,4.3,1,3.45909789701698,1.24309867139296,1.02220359661528,1.27069993284556,3.14159265358979,3997.20195704306,112.060609953548,409991.666,15732.2377999798,16081.5500619462,0.35081117965086,15921.454975196,85.6622594412543,2873510.08,144241.973356698,147444.663948103,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,3.965444,18304.0174556838,18710.4324757088,103391.112319327,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,0.0604163887267675,0.0617578498510086
"216",3665,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,NA,25,NA,NA,8,6,4,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,"reported",1,"reported","Y","LOEC",10,"acute",2,"increase","Clear","fitness","mortality","mortality",6,"organism",NA,"PET",1.38,1.38e-09,"reported","fiber",NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"estimated",280,NA,409991.666,2873510.08,0.003965444,4,"N","Y","microscopy","moderately.hard.water","Y","stereomicroscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol deionized water","soak rinse","N","Y","vortex sonicated","Y","microscopy",NA,"Y","LTH,EM","Yes","100µm < 1mm","Fiber","Polyethylene Terephthalate","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24712186.688,3525928.3276,889163565946.209,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,8.6,1,3.45909789701698,2.48619734278592,1.02220359661528,2.54139986569112,3.14159265358979,3997.20195704306,112.060609953548,409991.666,31464.4755999596,32163.1001238924,0.35081117965086,15921.454975196,85.6622594412543,2873510.08,288483.946713397,294889.327896205,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,3.965444,36608.0349113675,37420.8649514177,103391.112319327,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,0.120832777453535,0.123515699702017
"217",3666,"Koelmans,Rochman","10.1021/acs.est.7b03574",113,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,2,"P",2,2,2,2,1,0,2,1,18,12,30,"de Ruijter","Pass",NA,"Pass",NA,"Ziajahromi",2017,"Ceriodaphnia","dubia","Crustacea","Freshwater","Early","invivo",NA,0.14,"Koelmans 2020",0.03567,"Koelmans 2020","water","N","N","Lab","Y","N","diluted mineral water",NA,"tween20",NA,NA,25,NA,NA,8,6,4,1,5,13,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"reported",1.5,"reported",NA,"LC50",10,"acute",10,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PET",1.38,1.38e-09,"reported","fiber",NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"estimated",280,NA,409991.666,2873510.08,0.003965444,4,"N","Y","microscopy","moderately.hard.water","Y","stereomicroscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol deionized water","soak rinse","N","Y","vortex sonicated","Y","microscopy",NA,"Y","LTH,EM",NA,"100µm < 1mm","Fiber","Polyethylene Terephthalate","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Ceriodaphnia dubia","10","Acute","Red Criteria Passed","Red Criteria Passed","No","6",35.67,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37355631.04,5329891.658,1344084460151.25,"Freshwater","Ceriodaphnia dubia","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,13,1,3.45909789701698,3.75820528560663,1.02220359661528,3.84165095976565,3.14159265358979,3997.20195704306,112.060609953548,409991.666,47562.5793952878,48618.639722163,0.35081117965086,15921.454975196,85.6622594412543,2873510.08,436080.384566763,445762.93751752,3.85892297615946e-07,0.0175136004727156,0.000275288713895875,3.965444,55337.7271916021,56566.4237637709,103391.112319327,1.22833333333333e-07,4.381465e-06,4.59863084483756e-07,2174560.28487828,0.182654198476274,0.186709778619328
